ID,PageRank
15889,0.0018574065192889842
21460,0.0015992418085088757
158871,0.0015246667306566023
4702,0.0014266489473713586
39206,0.0014255137264160764
19622,0.0012475980329874467
222927,0.0012383393346282363
7648,0.0012294684792309688
24641,0.0011984169726297076
150284,0.0011715057077291435
15768,0.0011646017716698545
64466,0.001142503581157477
6122,0.0011390631103555318
173403,0.0011281414328088385
16104,0.0011045983383185262
57020,0.0010873407405752476
23277,0.001042201088177959
160103,0.0010345867884577946
24835,0.0010305439561607529
1035,0.0010220611978665093
160113,0.0010212444637435758
58121,0.001009021649302656
54178,0.0009865191436784215
48920,0.0009835106377763764
44865,0.000979753805151195
39146,0.0009752676796900131
58557,0.000964884021620108
14411,0.0009637439988750373
135042,0.0009546065995866356
28679,0.0009352630236259149
61591,0.0009187406531268481
30253,0.0009069258177496948
226829,0.0009035642065715924
13982,0.0009031317761745395
7287,0.0009026795730345411
63605,0.0008893003023060408
250662,0.0008801172452669612
498962,0.0008783588296238969
71401,0.0008685692666652756
57924,0.0008405739974398352
576268,0.00083764710371209
352904,0.0008376101136356257
231012,0.0008351130254492802
33941,0.0008276075914301184
147738,0.0008048818684953012
943614,0.0008022354911043402
15921,0.000792068486715573
249838,0.0007711254313577845
212618,0.0007679044905200421
6905,0.0007603535008370226
5796,0.000754874721256218
29773,0.000746879085021943
231113,0.0007286467836295937
23241,0.0007171988053012005
31661,0.0007147358132731362
216617,0.000713757057235482
175623,0.0007128787107008827
249354,0.0007088041967415768
44899,0.0007048183785787268
6301,0.0007044975083047309
572962,0.0007036673241190521
197485,0.0006916549389947784
46958,0.0006818103456375515
326148,0.0006726480103605534
183353,0.0006678855570290166
47734,0.0006634376459872293
37870,0.0006594674525255744
5129,0.000655730976402229
16113,0.0006410567923966311
141767,0.0006391307059569797
53639,0.0006331571246818418
5914,0.0006303037780560114
227045,0.0006264215074322432
41472,0.0006248129144091287
263967,0.000618925433271463
23257,0.0006185337864334495
45720,0.0006116630897046924
3662,0.0006090142449274582
49603,0.0006069918910081664
30896,0.0006055550973606549
254378,0.0005933782698234807
24856,0.0005908498656213856
39054,0.000580396569196113
12599,0.0005765788693459291
680587,0.000575422964251463
14352,0.0005675842344577908
14419,0.0005588219373521439
14456,0.0005577230744336554
30009,0.0005505102408958997
567244,0.0005483240500961065
15999,0.000547794831621013
695882,0.0005406050059236696
